-0.104955, 0.073621, 274455,
-0.375563, 0.069111, 275567,
0.441257, 0.082724, 276679,
0.026078, 0.075805, 277792,
-0.036941, 0.074754, 278904,
-0.207944, 0.071904, 280017,
13.347118, 0.297822, 281130,
1.797521, 0.105329, 282243,
2.492656, 0.116914, 283356,
2.751177, 0.121223, 284469,
2.657697, 0.119665, 285585,
2.179982, 0.111703, 286697,
2.426898, 0.115818, 287810,
2.220114, 0.112372, 288923,
2.441726, 0.116065, 290036,
1.920334, 0.107376, 291149,
2.959572, 0.124696, 292262,
1.973682, 0.108265, 293375,
2.633037, 0.119254, 294488,
2.531821, 0.117567, 295601,
1.803323, 0.105425, 316434,
1.616363, 0.102309, 316549,
2.203836, 0.112101, 317662,
2.392891, 0.115252, 318775,
1.657785, 0.103, 319888,
1.983675, 0.108431, 321001,
2.032026, 0.109237, 322114,
2.139528, 0.111029, 323227,
2.117448, 0.110661, 324340,
2.289579, 0.11353, 325453,
2.22221, 0.112407, 326566,
2.618371, 0.11901, 327679,
2.082312, 0.110075, 328792,
1.758678, 0.104681, 329904,
1.730796, 0.104217, 331017,
2.419001, 0.115687, 332129,
2.596451, 0.118644, 333241,
1.978517, 0.108345, 334354,
2.219953, 0.112369, 335467,
2.250737, 0.112882, 336580,
1.503704, 0.100432, 359638,
2.066356, 0.109809, 360751,
2.116803, 0.11065, 361864,
2.300056, 0.113704, 362977,
1.625711, 0.102465, 364089,
2.130664, 0.110881, 365202,
1.697594, 0.103663, 366315,
1.967074, 0.108155, 367428,
1.949829, 0.107867, 368541,
1.735953, 0.104303, 369653,
1.83733, 0.105992, 374467,
2.105199, 0.110457, 375580,
2.017521, 0.108995, 376692,
2.148876, 0.111185, 377804,
1.787689, 0.105165, 378917,
1.911792, 0.107233, 380030,
1.99818, 0.108673, 381143,
2.047821, 0.1095, 382256,
2.719909, 0.120702, 383368,
1.652144, 0.102906, 384480,
3.279177, 0.130023, 389431,
2.565506, 0.118128, 390544,
3.001155, 0.125389, 391657,
1.95821, 0.108007, 392770,
2.027352, 0.109159, 393883,
2.727968, 0.120836, 394996,
1.637638, 0.102664, 396109,
2.243001, 0.112753, 397222,
1.701301, 0.103725, 398335,
1.375411, 0.098294, 399447,
1.799133, 0.105356, 404529,
1.754004, 0.104603, 405641,
2.169345, 0.111526, 406754,
2.394503, 0.115278, 407867,
2.037829, 0.109334, 408980,
2.747147, 0.121156, 410093,
1.717579, 0.103996, 411206,
1.910503, 0.107212, 412319,
1.877946, 0.106669, 413432,
2.859968, 0.123036, 414545,
2.240583, 0.112713, 419681,
1.544319, 0.101109, 420794,
2.270884, 0.113218, 421906,
2.008012, 0.108837, 423019,
1.849257, 0.106191, 424132,
2.123572, 0.110763, 425244,
2.680261, 0.120041, 426357,
2.413843, 0.115601, 427469,
2.104554, 0.110446, 428581,
2.076349, 0.109976, 429693,
2.285067, 0.113454, 434445,
2.294898, 0.113618, 435557,
2.073125, 0.109922, 436670,
2.325521, 0.114129, 437783,
2.066517, 0.109812, 438896,
2.053785, 0.1096, 440008,
1.912275, 0.107241, 441121,
2.038473, 0.109345, 442234,
1.403294, 0.098758, 443346,
2.024612, 0.109114, 444459,
1.967558, 0.108163, 449443,
2.400466, 0.115378, 450555,
1.93081, 0.10755, 451668,
2.173052, 0.111588, 452781,
1.752715, 0.104582, 453894,
2.227045, 0.112487, 455007,
2.194004, 0.111937, 456120,
1.725155, 0.104123, 457232,
1.534971, 0.100953, 458345,
1.943382, 0.10776, 459458,
2.182884, 0.111751, 464442,
2.016232, 0.108974, 465555,
2.575499, 0.118295, 466667,
2.345506, 0.114462, 467779,
1.837653, 0.105998, 468892,
2.000598, 0.108713, 470005,
2.242517, 0.112745, 471118,
1.415221, 0.098957, 472231,
2.096656, 0.110314, 473344,
2.580334, 0.118376, 474457,
1.860217, 0.106374, 479457,
1.934678, 0.107615, 480570,
2.244935, 0.112786, 481683,
2.05314, 0.109589, 482796,
1.822503, 0.105745, 483908,
1.748686, 0.104515, 485020,
1.842649, 0.106081, 486132,
1.869404, 0.106527, 487244,
2.729902, 0.120868, 488356,
1.950151, 0.107873, 489468,
1.67503, 0.103287, 494913,
2.524085, 0.117438, 496026,
2.078283, 0.110008, 497138,
2.27459, 0.11328, 498250,
1.87021, 0.10654, 499363,
1.521916, 0.100735, 500476,
2.124217, 0.110774, 501589,
1.536744, 0.100982, 502702,
2.606122, 0.118805, 503814,
2.200774, 0.11205, 504926,
2.585492, 0.118462, 509455,
1.807191, 0.10549, 510567,
2.33229, 0.114242, 511679,
2.279909, 0.113368, 512791,
2.133081, 0.110921, 513904,
2.230268, 0.112541, 515017,
2.870927, 0.123219, 516130,
2.471704, 0.116565, 517242,
1.883426, 0.10676, 518355,
1.439396, 0.09936, 519467,
2.225594, 0.112463, 524455,
2.055235, 0.109624, 525567,
1.551895, 0.101235, 526679,
2.46155, 0.116396, 527792,
2.036862, 0.109318, 528905,
1.517404, 0.10066, 530018,
2.379836, 0.115034, 531131,
2.396598, 0.115313, 532244,
2.009623, 0.108864, 533357,
2.390957, 0.115219, 534469,
2.380481, 0.115045, 539523,
2.012525, 0.108912, 540636,
2.346957, 0.114486, 541749,
2.535367, 0.117626, 542861,
2.020261, 0.109041, 543974,
2.380964, 0.115053, 545086,
2.050722, 0.109549, 546199,
1.915499, 0.107295, 547312,
1.841682, 0.106065, 548425,
2.272334, 0.113242, 549538,
1.956275, 0.107975, 554476,
2.209638, 0.112197, 555589,
1.88133, 0.106726, 556702,
2.311982, 0.113903, 557814,
2.367587, 0.11483, 558927,
1.958693, 0.108015, 560040,
2.016876, 0.108985, 561152,
1.660525, 0.103045, 562264,
2.191426, 0.111894, 563376,
2.028481, 0.109178, 564488,
2.610957, 0.118886, 569671,
1.983675, 0.108431, 570784,
2.141301, 0.111058, 571896,
1.355909, 0.097968, 573008,
2.739089, 0.121021, 574121,
2.234136, 0.112606, 575234,
1.764642, 0.104781, 576346,
2.45881, 0.11635, 577458,
1.865697, 0.106465, 578571,
1.95547, 0.107961, 579683,
2.05862, 0.10968, 584476,
1.846034, 0.106137, 585588,
1.765125, 0.104789, 586700,
1.84829, 0.106175, 587813,
2.349858, 0.114534, 588925,
2.052173, 0.109573, 590038,
1.896803, 0.106983, 591151,
2.380964, 0.115053, 592264,
1.666327, 0.103142, 593377,
1.864246, 0.106441, 594490,
2.143396, 0.111093, 599471,
1.891001, 0.106887, 600584,
2.182561, 0.111746, 601696,
2.098429, 0.110344, 602808,
2.373389, 0.114926, 603920,
5.081887, 0.160068, 605033,
1.974166, 0.108273, 606145,
2.126473, 0.110811, 607257,
2.205931, 0.112136, 608370,
2.321653, 0.114064, 609482,
2.670268, 0.119874, 614481,
2.271528, 0.113229, 615594,
2.108261, 0.110508, 616707,
1.846517, 0.106145, 617820,
2.06555, 0.109796, 618933,
2.117286, 0.110658, 620046,
1.619426, 0.10236, 621159,
1.744656, 0.104448, 622272,
1.76851, 0.104845, 623385,
2.348568, 0.114513, 624497,
1.86892, 0.106519, 629491,
2.724583, 0.12078, 630603,
1.942415, 0.107744, 631715,
2.441081, 0.116055, 632827,
1.778664, 0.105014, 633939,
2.085213, 0.110124, 635052,
1.653594, 0.10293, 636165,
2.753916, 0.121269, 637278,
2.669301, 0.119858, 638391,
2.010752, 0.108883, 639504,
2.760847, 0.121384, 644869,
2.080217, 0.11004, 645982,
2.069096, 0.109855, 647094,
2.500393, 0.117043, 648206,
2.160964, 0.111386, 649319,
1.782371, 0.105076, 650431,
1.970297, 0.108208, 651544,
1.94725, 0.107824, 652657,
1.795264, 0.105291, 653769,
2.490078, 0.116871, 654882,
-0.002772, 0.075324, 659484,
-0.35445, 0.069463, 660596,
-0.694362, 0.063797, 661708,
